filename,genre
metal.00002.wav,metal
metal.00033.wav,metal
metal.00020.wav,metal
metal.00016.wav,metal
metal.00091.wav,metal
metal.00043.wav,metal
metal.00094.wav,metal
metal.00066.wav,metal
metal.00007.wav,metal
metal.00017.wav,metal
metal.00078.wav,metal
metal.00011.wav,metal
metal.00088.wav,metal
metal.00050.wav,metal
metal.00054.wav,metal
metal.00089.wav,metal
metal.00019.wav,metal
metal.00022.wav,metal
metal.00030.wav,metal
metal.00042.wav,metal
metal.00023.wav,metal
metal.00086.wav,metal
metal.00031.wav,metal
metal.00061.wav,metal
metal.00076.wav,metal
metal.00006.wav,metal
metal.00063.wav,metal
metal.00075.wav,metal
metal.00046.wav,metal
metal.00045.wav,metal
metal.00083.wav,metal
metal.00003.wav,metal
metal.00062.wav,metal
metal.00060.wav,metal
metal.00068.wav,metal
metal.00074.wav,metal
metal.00041.wav,metal
metal.00069.wav,metal
metal.00055.wav,metal
metal.00010.wav,metal
metal.00035.wav,metal
metal.00053.wav,metal
metal.00084.wav,metal
metal.00099.wav,metal
metal.00001.wav,metal
metal.00077.wav,metal
metal.00026.wav,metal
metal.00059.wav,metal
metal.00024.wav,metal
metal.00051.wav,metal
metal.00064.wav,metal
metal.00092.wav,metal
metal.00036.wav,metal
metal.00028.wav,metal
metal.00072.wav,metal
metal.00081.wav,metal
metal.00021.wav,metal
metal.00067.wav,metal
metal.00082.wav,metal
metal.00097.wav,metal
metal.00012.wav,metal
metal.00049.wav,metal
metal.00070.wav,metal
metal.00005.wav,metal
metal.00025.wav,metal
metal.00040.wav,metal
metal.00087.wav,metal
metal.00015.wav,metal
metal.00047.wav,metal
metal.00071.wav,metal
metal.00039.wav,metal
metal.00098.wav,metal
metal.00008.wav,metal
metal.00013.wav,metal
metal.00038.wav,metal
metal.00037.wav,metal
metal.00056.wav,metal
metal.00044.wav,metal
metal.00034.wav,metal
metal.00057.wav,metal
metal.00093.wav,metal
metal.00048.wav,metal
metal.00095.wav,metal
metal.00052.wav,metal
metal.00058.wav,metal
metal.00096.wav,metal
metal.00073.wav,metal
metal.00009.wav,metal
metal.00018.wav,metal
metal.00032.wav,metal
metal.00004.wav,metal
metal.00029.wav,metal
metal.00085.wav,metal
metal.00000.wav,metal
metal.00065.wav,metal
metal.00027.wav,metal
metal.00080.wav,metal
metal.00014.wav,metal
metal.00079.wav,metal
metal.00090.wav,metal
reggae.00099.wav,reggae
reggae.00036.wav,reggae
reggae.00056.wav,reggae
reggae.00059.wav,reggae
reggae.00072.wav,reggae
reggae.00038.wav,reggae
reggae.00069.wav,reggae
reggae.00074.wav,reggae
reggae.00082.wav,reggae
reggae.00011.wav,reggae
reggae.00095.wav,reggae
reggae.00015.wav,reggae
reggae.00008.wav,reggae
reggae.00079.wav,reggae
reggae.00097.wav,reggae
reggae.00070.wav,reggae
reggae.00004.wav,reggae
reggae.00044.wav,reggae
reggae.00005.wav,reggae
reggae.00084.wav,reggae
reggae.00018.wav,reggae
reggae.00000.wav,reggae
reggae.00041.wav,reggae
reggae.00034.wav,reggae
reggae.00019.wav,reggae
reggae.00020.wav,reggae
reggae.00002.wav,reggae
reggae.00065.wav,reggae
reggae.00085.wav,reggae
reggae.00055.wav,reggae
reggae.00009.wav,reggae
reggae.00058.wav,reggae
reggae.00083.wav,reggae
reggae.00066.wav,reggae
reggae.00024.wav,reggae
reggae.00037.wav,reggae
reggae.00042.wav,reggae
reggae.00048.wav,reggae
reggae.00014.wav,reggae
reggae.00071.wav,reggae
reggae.00017.wav,reggae
reggae.00051.wav,reggae
reggae.00016.wav,reggae
reggae.00086.wav,reggae
reggae.00080.wav,reggae
reggae.00035.wav,reggae
reggae.00026.wav,reggae
reggae.00013.wav,reggae
reggae.00040.wav,reggae
reggae.00093.wav,reggae
reggae.00057.wav,reggae
reggae.00021.wav,reggae
reggae.00078.wav,reggae
reggae.00046.wav,reggae
reggae.00091.wav,reggae
reggae.00039.wav,reggae
reggae.00050.wav,reggae
reggae.00053.wav,reggae
reggae.00049.wav,reggae
reggae.00092.wav,reggae
reggae.00054.wav,reggae
reggae.00096.wav,reggae
reggae.00045.wav,reggae
reggae.00094.wav,reggae
reggae.00029.wav,reggae
reggae.00023.wav,reggae
reggae.00098.wav,reggae
reggae.00068.wav,reggae
reggae.00022.wav,reggae
reggae.00027.wav,reggae
reggae.00064.wav,reggae
reggae.00047.wav,reggae
reggae.00010.wav,reggae
reggae.00067.wav,reggae
reggae.00003.wav,reggae
reggae.00062.wav,reggae
reggae.00030.wav,reggae
reggae.00090.wav,reggae
reggae.00012.wav,reggae
reggae.00063.wav,reggae
reggae.00052.wav,reggae
reggae.00060.wav,reggae
reggae.00073.wav,reggae
reggae.00031.wav,reggae
reggae.00006.wav,reggae
reggae.00088.wav,reggae
reggae.00028.wav,reggae
reggae.00001.wav,reggae
reggae.00089.wav,reggae
reggae.00081.wav,reggae
reggae.00007.wav,reggae
reggae.00087.wav,reggae
reggae.00032.wav,reggae
reggae.00033.wav,reggae
reggae.00077.wav,reggae
reggae.00043.wav,reggae
reggae.00076.wav,reggae
reggae.00025.wav,reggae
reggae.00075.wav,reggae
reggae.00061.wav,reggae
hiphop.00064.wav,hiphop
hiphop.00012.wav,hiphop
hiphop.00023.wav,hiphop
hiphop.00003.wav,hiphop
hiphop.00085.wav,hiphop
hiphop.00019.wav,hiphop
hiphop.00001.wav,hiphop
hiphop.00022.wav,hiphop
hiphop.00094.wav,hiphop
hiphop.00044.wav,hiphop
hiphop.00030.wav,hiphop
hiphop.00095.wav,hiphop
hiphop.00045.wav,hiphop
hiphop.00046.wav,hiphop
hiphop.00092.wav,hiphop
hiphop.00009.wav,hiphop
hiphop.00048.wav,hiphop
hiphop.00050.wav,hiphop
hiphop.00033.wav,hiphop
hiphop.00074.wav,hiphop
hiphop.00020.wav,hiphop
hiphop.00006.wav,hiphop
hiphop.00000.wav,hiphop
hiphop.00047.wav,hiphop
hiphop.00076.wav,hiphop
hiphop.00097.wav,hiphop
hiphop.00087.wav,hiphop
hiphop.00086.wav,hiphop
hiphop.00062.wav,hiphop
hiphop.00071.wav,hiphop
hiphop.00031.wav,hiphop
hiphop.00014.wav,hiphop
hiphop.00010.wav,hiphop
hiphop.00063.wav,hiphop
hiphop.00007.wav,hiphop
hiphop.00089.wav,hiphop
hiphop.00052.wav,hiphop
hiphop.00056.wav,hiphop
hiphop.00017.wav,hiphop
hiphop.00083.wav,hiphop
hiphop.00025.wav,hiphop
hiphop.00068.wav,hiphop
hiphop.00013.wav,hiphop
hiphop.00088.wav,hiphop
hiphop.00002.wav,hiphop
hiphop.00037.wav,hiphop
hiphop.00021.wav,hiphop
hiphop.00098.wav,hiphop
hiphop.00043.wav,hiphop
hiphop.00073.wav,hiphop
hiphop.00066.wav,hiphop
hiphop.00011.wav,hiphop
hiphop.00041.wav,hiphop
hiphop.00058.wav,hiphop
hiphop.00077.wav,hiphop
hiphop.00016.wav,hiphop
hiphop.00096.wav,hiphop
hiphop.00060.wav,hiphop
hiphop.00038.wav,hiphop
hiphop.00034.wav,hiphop
hiphop.00026.wav,hiphop
hiphop.00035.wav,hiphop
hiphop.00027.wav,hiphop
hiphop.00036.wav,hiphop
hiphop.00075.wav,hiphop
hiphop.00065.wav,hiphop
hiphop.00028.wav,hiphop
hiphop.00084.wav,hiphop
hiphop.00004.wav,hiphop
hiphop.00055.wav,hiphop
hiphop.00029.wav,hiphop
hiphop.00078.wav,hiphop
hiphop.00090.wav,hiphop
hiphop.00008.wav,hiphop
hiphop.00053.wav,hiphop
hiphop.00005.wav,hiphop
hiphop.00072.wav,hiphop
hiphop.00091.wav,hiphop
hiphop.00032.wav,hiphop
hiphop.00093.wav,hiphop
hiphop.00054.wav,hiphop
hiphop.00067.wav,hiphop
hiphop.00080.wav,hiphop
hiphop.00039.wav,hiphop
hiphop.00079.wav,hiphop
hiphop.00082.wav,hiphop
hiphop.00051.wav,hiphop
hiphop.00099.wav,hiphop
hiphop.00042.wav,hiphop
hiphop.00070.wav,hiphop
hiphop.00081.wav,hiphop
hiphop.00069.wav,hiphop
hiphop.00018.wav,hiphop
hiphop.00024.wav,hiphop
hiphop.00049.wav,hiphop
hiphop.00015.wav,hiphop
hiphop.00057.wav,hiphop
hiphop.00040.wav,hiphop
hiphop.00059.wav,hiphop
hiphop.00061.wav,hiphop
jazz.00068.wav,jazz
jazz.00012.wav,jazz
jazz.00087.wav,jazz
jazz.00091.wav,jazz
jazz.00073.wav,jazz
jazz.00023.wav,jazz
jazz.00029.wav,jazz
jazz.00005.wav,jazz
jazz.00050.wav,jazz
jazz.00004.wav,jazz
jazz.00079.wav,jazz
jazz.00056.wav,jazz
jazz.00035.wav,jazz
jazz.00069.wav,jazz
jazz.00010.wav,jazz
jazz.00020.wav,jazz
jazz.00041.wav,jazz
jazz.00093.wav,jazz
jazz.00082.wav,jazz
jazz.00000.wav,jazz
jazz.00089.wav,jazz
jazz.00053.wav,jazz
jazz.00039.wav,jazz
jazz.00009.wav,jazz
jazz.00027.wav,jazz
jazz.00022.wav,jazz
jazz.00008.wav,jazz
jazz.00098.wav,jazz
jazz.00061.wav,jazz
jazz.00015.wav,jazz
jazz.00060.wav,jazz
jazz.00051.wav,jazz
jazz.00047.wav,jazz
jazz.00019.wav,jazz
jazz.00032.wav,jazz
jazz.00064.wav,jazz
jazz.00057.wav,jazz
jazz.00067.wav,jazz
jazz.00096.wav,jazz
jazz.00084.wav,jazz
jazz.00078.wav,jazz
jazz.00001.wav,jazz
jazz.00049.wav,jazz
jazz.00070.wav,jazz
jazz.00013.wav,jazz
jazz.00059.wav,jazz
jazz.00006.wav,jazz
jazz.00046.wav,jazz
jazz.00075.wav,jazz
jazz.00036.wav,jazz
jazz.00088.wav,jazz
jazz.00085.wav,jazz
jazz.00099.wav,jazz
jazz.00066.wav,jazz
jazz.00055.wav,jazz
jazz.00094.wav,jazz
jazz.00092.wav,jazz
jazz.00017.wav,jazz
jazz.00031.wav,jazz
jazz.00028.wav,jazz
jazz.00042.wav,jazz
jazz.00016.wav,jazz
jazz.00037.wav,jazz
jazz.00002.wav,jazz
jazz.00014.wav,jazz
jazz.00083.wav,jazz
jazz.00058.wav,jazz
jazz.00080.wav,jazz
jazz.00074.wav,jazz
jazz.00033.wav,jazz
jazz.00062.wav,jazz
jazz.00043.wav,jazz
jazz.00030.wav,jazz
jazz.00097.wav,jazz
jazz.00090.wav,jazz
jazz.00048.wav,jazz
jazz.00007.wav,jazz
jazz.00052.wav,jazz
jazz.00054.wav,jazz
jazz.00095.wav,jazz
jazz.00065.wav,jazz
jazz.00021.wav,jazz
jazz.00024.wav,jazz
jazz.00071.wav,jazz
jazz.00045.wav,jazz
jazz.00063.wav,jazz
jazz.00025.wav,jazz
jazz.00026.wav,jazz
jazz.00011.wav,jazz
jazz.00038.wav,jazz
jazz.00034.wav,jazz
jazz.00040.wav,jazz
jazz.00072.wav,jazz
jazz.00076.wav,jazz
jazz.00086.wav,jazz
jazz.00003.wav,jazz
jazz.00044.wav,jazz
jazz.00018.wav,jazz
jazz.00081.wav,jazz
jazz.00077.wav,jazz
country.00069.wav,country
country.00001.wav,country
country.00024.wav,country
country.00076.wav,country
country.00013.wav,country
country.00003.wav,country
country.00059.wav,country
country.00080.wav,country
country.00041.wav,country
country.00067.wav,country
country.00098.wav,country
country.00031.wav,country
country.00088.wav,country
country.00053.wav,country
country.00064.wav,country
country.00066.wav,country
country.00074.wav,country
country.00061.wav,country
country.00022.wav,country
country.00023.wav,country
country.00093.wav,country
country.00042.wav,country
country.00019.wav,country
country.00050.wav,country
country.00016.wav,country
country.00054.wav,country
country.00000.wav,country
country.00017.wav,country
country.00020.wav,country
country.00048.wav,country
country.00094.wav,country
country.00014.wav,country
country.00055.wav,country
country.00060.wav,country
country.00082.wav,country
country.00071.wav,country
country.00006.wav,country
country.00063.wav,country
country.00051.wav,country
country.00057.wav,country
country.00026.wav,country
country.00097.wav,country
country.00084.wav,country
country.00029.wav,country
country.00035.wav,country
country.00052.wav,country
country.00033.wav,country
country.00058.wav,country
country.00046.wav,country
country.00030.wav,country
country.00092.wav,country
country.00038.wav,country
country.00047.wav,country
country.00008.wav,country
country.00011.wav,country
country.00073.wav,country
country.00086.wav,country
country.00096.wav,country
country.00091.wav,country
country.00079.wav,country
country.00037.wav,country
country.00040.wav,country
country.00044.wav,country
country.00032.wav,country
country.00012.wav,country
country.00009.wav,country
country.00045.wav,country
country.00083.wav,country
country.00099.wav,country
country.00065.wav,country
country.00049.wav,country
country.00089.wav,country
country.00007.wav,country
country.00010.wav,country
country.00034.wav,country
country.00072.wav,country
country.00027.wav,country
country.00075.wav,country
country.00056.wav,country
country.00062.wav,country
country.00081.wav,country
country.00015.wav,country
country.00077.wav,country
country.00005.wav,country
country.00043.wav,country
country.00070.wav,country
country.00002.wav,country
country.00018.wav,country
country.00090.wav,country
country.00085.wav,country
country.00036.wav,country
country.00068.wav,country
country.00025.wav,country
country.00028.wav,country
country.00087.wav,country
country.00004.wav,country
country.00021.wav,country
country.00095.wav,country
country.00039.wav,country
country.00078.wav,country
pop.00018.wav,pop
pop.00056.wav,pop
pop.00062.wav,pop
pop.00088.wav,pop
pop.00007.wav,pop
pop.00092.wav,pop
pop.00002.wav,pop
pop.00008.wav,pop
pop.00082.wav,pop
pop.00005.wav,pop
pop.00019.wav,pop
pop.00009.wav,pop
pop.00001.wav,pop
pop.00083.wav,pop
pop.00055.wav,pop
pop.00091.wav,pop
pop.00015.wav,pop
pop.00024.wav,pop
pop.00095.wav,pop
pop.00054.wav,pop
pop.00000.wav,pop
pop.00045.wav,pop
pop.00085.wav,pop
pop.00061.wav,pop
pop.00046.wav,pop
pop.00040.wav,pop
pop.00072.wav,pop
pop.00087.wav,pop
pop.00070.wav,pop
pop.00064.wav,pop
pop.00079.wav,pop
pop.00093.wav,pop
pop.00078.wav,pop
pop.00027.wav,pop
pop.00059.wav,pop
pop.00029.wav,pop
pop.00023.wav,pop
pop.00004.wav,pop
pop.00084.wav,pop
pop.00066.wav,pop
pop.00051.wav,pop
pop.00017.wav,pop
pop.00021.wav,pop
pop.00006.wav,pop
pop.00039.wav,pop
pop.00016.wav,pop
pop.00026.wav,pop
pop.00075.wav,pop
pop.00034.wav,pop
pop.00052.wav,pop
pop.00032.wav,pop
pop.00081.wav,pop
pop.00042.wav,pop
pop.00076.wav,pop
pop.00058.wav,pop
pop.00098.wav,pop
pop.00043.wav,pop
pop.00031.wav,pop
pop.00099.wav,pop
pop.00035.wav,pop
pop.00096.wav,pop
pop.00049.wav,pop
pop.00048.wav,pop
pop.00067.wav,pop
pop.00020.wav,pop
pop.00074.wav,pop
pop.00041.wav,pop
pop.00065.wav,pop
pop.00071.wav,pop
pop.00038.wav,pop
pop.00030.wav,pop
pop.00053.wav,pop
pop.00003.wav,pop
pop.00011.wav,pop
pop.00089.wav,pop
pop.00037.wav,pop
pop.00086.wav,pop
pop.00090.wav,pop
pop.00068.wav,pop
pop.00073.wav,pop
pop.00044.wav,pop
pop.00028.wav,pop
pop.00080.wav,pop
pop.00010.wav,pop
pop.00022.wav,pop
pop.00057.wav,pop
pop.00012.wav,pop
pop.00050.wav,pop
pop.00033.wav,pop
pop.00060.wav,pop
pop.00063.wav,pop
pop.00014.wav,pop
pop.00069.wav,pop
pop.00025.wav,pop
pop.00094.wav,pop
pop.00036.wav,pop
pop.00097.wav,pop
pop.00047.wav,pop
pop.00077.wav,pop
pop.00013.wav,pop
blues.00075.wav,blues
blues.00068.wav,blues
blues.00093.wav,blues
blues.00042.wav,blues
blues.00073.wav,blues
blues.00092.wav,blues
blues.00084.wav,blues
blues.00046.wav,blues
blues.00053.wav,blues
blues.00055.wav,blues
blues.00074.wav,blues
blues.00081.wav,blues
blues.00011.wav,blues
blues.00045.wav,blues
blues.00098.wav,blues
blues.00039.wav,blues
blues.00097.wav,blues
blues.00012.wav,blues
blues.00066.wav,blues
blues.00017.wav,blues
blues.00085.wav,blues
blues.00062.wav,blues
blues.00018.wav,blues
blues.00002.wav,blues
blues.00072.wav,blues
blues.00095.wav,blues
blues.00058.wav,blues
blues.00029.wav,blues
blues.00008.wav,blues
blues.00025.wav,blues
blues.00086.wav,blues
blues.00013.wav,blues
blues.00000.wav,blues
blues.00090.wav,blues
blues.00048.wav,blues
blues.00079.wav,blues
blues.00022.wav,blues
blues.00078.wav,blues
blues.00024.wav,blues
blues.00056.wav,blues
blues.00019.wav,blues
blues.00014.wav,blues
blues.00026.wav,blues
blues.00044.wav,blues
blues.00009.wav,blues
blues.00007.wav,blues
blues.00060.wav,blues
blues.00041.wav,blues
blues.00006.wav,blues
blues.00010.wav,blues
blues.00015.wav,blues
blues.00069.wav,blues
blues.00043.wav,blues
blues.00099.wav,blues
blues.00034.wav,blues
blues.00063.wav,blues
blues.00089.wav,blues
blues.00076.wav,blues
blues.00036.wav,blues
blues.00082.wav,blues
blues.00003.wav,blues
blues.00001.wav,blues
blues.00087.wav,blues
blues.00038.wav,blues
blues.00050.wav,blues
blues.00021.wav,blues
blues.00070.wav,blues
blues.00088.wav,blues
blues.00016.wav,blues
blues.00033.wav,blues
blues.00094.wav,blues
blues.00080.wav,blues
blues.00031.wav,blues
blues.00037.wav,blues
blues.00032.wav,blues
blues.00028.wav,blues
blues.00096.wav,blues
blues.00052.wav,blues
blues.00005.wav,blues
blues.00004.wav,blues
blues.00035.wav,blues
blues.00049.wav,blues
blues.00064.wav,blues
blues.00061.wav,blues
blues.00030.wav,blues
blues.00040.wav,blues
blues.00057.wav,blues
blues.00083.wav,blues
blues.00071.wav,blues
blues.00077.wav,blues
blues.00091.wav,blues
blues.00054.wav,blues
blues.00059.wav,blues
blues.00065.wav,blues
blues.00027.wav,blues
blues.00023.wav,blues
blues.00020.wav,blues
blues.00051.wav,blues
blues.00067.wav,blues
blues.00047.wav,blues
rock.00061.wav,rock
rock.00090.wav,rock
rock.00051.wav,rock
rock.00034.wav,rock
rock.00080.wav,rock
rock.00018.wav,rock
rock.00071.wav,rock
rock.00052.wav,rock
rock.00027.wav,rock
rock.00031.wav,rock
rock.00044.wav,rock
rock.00024.wav,rock
rock.00007.wav,rock
rock.00084.wav,rock
rock.00028.wav,rock
rock.00026.wav,rock
rock.00048.wav,rock
rock.00067.wav,rock
rock.00033.wav,rock
rock.00039.wav,rock
rock.00045.wav,rock
rock.00046.wav,rock
rock.00002.wav,rock
rock.00091.wav,rock
rock.00096.wav,rock
rock.00083.wav,rock
rock.00047.wav,rock
rock.00037.wav,rock
rock.00055.wav,rock
rock.00017.wav,rock
rock.00021.wav,rock
rock.00016.wav,rock
rock.00023.wav,rock
rock.00041.wav,rock
rock.00014.wav,rock
rock.00085.wav,rock
rock.00072.wav,rock
rock.00006.wav,rock
rock.00043.wav,rock
rock.00003.wav,rock
rock.00020.wav,rock
rock.00098.wav,rock
rock.00001.wav,rock
rock.00013.wav,rock
rock.00076.wav,rock
rock.00097.wav,rock
rock.00094.wav,rock
rock.00012.wav,rock
rock.00035.wav,rock
rock.00088.wav,rock
rock.00073.wav,rock
rock.00095.wav,rock
rock.00042.wav,rock
rock.00053.wav,rock
rock.00025.wav,rock
rock.00092.wav,rock
rock.00022.wav,rock
rock.00089.wav,rock
rock.00036.wav,rock
rock.00005.wav,rock
rock.00075.wav,rock
rock.00060.wav,rock
rock.00011.wav,rock
rock.00069.wav,rock
rock.00099.wav,rock
rock.00064.wav,rock
rock.00010.wav,rock
rock.00054.wav,rock
rock.00038.wav,rock
rock.00077.wav,rock
rock.00078.wav,rock
rock.00074.wav,rock
rock.00087.wav,rock
rock.00062.wav,rock
rock.00082.wav,rock
rock.00029.wav,rock
rock.00049.wav,rock
rock.00093.wav,rock
rock.00032.wav,rock
rock.00019.wav,rock
rock.00079.wav,rock
rock.00057.wav,rock
rock.00086.wav,rock
rock.00058.wav,rock
rock.00008.wav,rock
rock.00040.wav,rock
rock.00066.wav,rock
rock.00063.wav,rock
rock.00081.wav,rock
rock.00068.wav,rock
rock.00004.wav,rock
rock.00065.wav,rock
rock.00015.wav,rock
rock.00009.wav,rock
rock.00030.wav,rock
rock.00070.wav,rock
rock.00056.wav,rock
rock.00000.wav,rock
rock.00059.wav,rock
rock.00050.wav,rock
disco.00022.wav,disco
disco.00026.wav,disco
disco.00020.wav,disco
disco.00015.wav,disco
disco.00069.wav,disco
disco.00056.wav,disco
disco.00043.wav,disco
disco.00083.wav,disco
disco.00012.wav,disco
disco.00078.wav,disco
disco.00084.wav,disco
disco.00034.wav,disco
disco.00029.wav,disco
disco.00066.wav,disco
disco.00011.wav,disco
disco.00050.wav,disco
disco.00058.wav,disco
disco.00070.wav,disco
disco.00089.wav,disco
disco.00006.wav,disco
disco.00031.wav,disco
disco.00045.wav,disco
disco.00005.wav,disco
disco.00009.wav,disco
disco.00010.wav,disco
disco.00046.wav,disco
disco.00044.wav,disco
disco.00037.wav,disco
disco.00013.wav,disco
disco.00028.wav,disco
disco.00060.wav,disco
disco.00064.wav,disco
disco.00061.wav,disco
disco.00085.wav,disco
disco.00017.wav,disco
disco.00054.wav,disco
disco.00023.wav,disco
disco.00087.wav,disco
disco.00038.wav,disco
disco.00003.wav,disco
disco.00055.wav,disco
disco.00098.wav,disco
disco.00040.wav,disco
disco.00048.wav,disco
disco.00007.wav,disco
disco.00072.wav,disco
disco.00093.wav,disco
disco.00036.wav,disco
disco.00053.wav,disco
disco.00073.wav,disco
disco.00047.wav,disco
disco.00081.wav,disco
disco.00025.wav,disco
disco.00079.wav,disco
disco.00002.wav,disco
disco.00063.wav,disco
disco.00065.wav,disco
disco.00051.wav,disco
disco.00030.wav,disco
disco.00024.wav,disco
disco.00033.wav,disco
disco.00000.wav,disco
disco.00090.wav,disco
disco.00076.wav,disco
disco.00091.wav,disco
disco.00001.wav,disco
disco.00067.wav,disco
disco.00074.wav,disco
disco.00094.wav,disco
disco.00016.wav,disco
disco.00071.wav,disco
disco.00097.wav,disco
disco.00021.wav,disco
disco.00068.wav,disco
disco.00052.wav,disco
disco.00014.wav,disco
disco.00095.wav,disco
disco.00035.wav,disco
disco.00092.wav,disco
disco.00088.wav,disco
disco.00086.wav,disco
disco.00042.wav,disco
disco.00008.wav,disco
disco.00062.wav,disco
disco.00082.wav,disco
disco.00099.wav,disco
disco.00004.wav,disco
disco.00039.wav,disco
disco.00059.wav,disco
disco.00096.wav,disco
disco.00027.wav,disco
disco.00049.wav,disco
disco.00018.wav,disco
disco.00057.wav,disco
disco.00080.wav,disco
disco.00041.wav,disco
disco.00019.wav,disco
disco.00032.wav,disco
disco.00077.wav,disco
disco.00075.wav,disco
classical.00092.wav,classical
classical.00054.wav,classical
classical.00021.wav,classical
classical.00009.wav,classical
classical.00074.wav,classical
classical.00001.wav,classical
classical.00094.wav,classical
classical.00050.wav,classical
classical.00000.wav,classical
classical.00033.wav,classical
classical.00087.wav,classical
classical.00037.wav,classical
classical.00041.wav,classical
classical.00066.wav,classical
classical.00032.wav,classical
classical.00086.wav,classical
classical.00072.wav,classical
classical.00079.wav,classical
classical.00064.wav,classical
classical.00030.wav,classical
classical.00076.wav,classical
classical.00051.wav,classical
classical.00003.wav,classical
classical.00085.wav,classical
classical.00039.wav,classical
classical.00096.wav,classical
classical.00082.wav,classical
classical.00080.wav,classical
classical.00004.wav,classical
classical.00035.wav,classical
classical.00034.wav,classical
classical.00084.wav,classical
classical.00063.wav,classical
classical.00016.wav,classical
classical.00070.wav,classical
classical.00043.wav,classical
classical.00061.wav,classical
classical.00069.wav,classical
classical.00005.wav,classical
classical.00048.wav,classical
classical.00057.wav,classical
classical.00044.wav,classical
classical.00075.wav,classical
classical.00049.wav,classical
classical.00042.wav,classical
classical.00068.wav,classical
classical.00012.wav,classical
classical.00083.wav,classical
classical.00078.wav,classical
classical.00010.wav,classical
classical.00047.wav,classical
classical.00019.wav,classical
classical.00011.wav,classical
classical.00056.wav,classical
classical.00006.wav,classical
classical.00029.wav,classical
classical.00088.wav,classical
classical.00008.wav,classical
classical.00089.wav,classical
classical.00007.wav,classical
classical.00059.wav,classical
classical.00031.wav,classical
classical.00065.wav,classical
classical.00060.wav,classical
classical.00097.wav,classical
classical.00091.wav,classical
classical.00099.wav,classical
classical.00028.wav,classical
classical.00017.wav,classical
classical.00046.wav,classical
classical.00098.wav,classical
classical.00077.wav,classical
classical.00027.wav,classical
classical.00026.wav,classical
classical.00062.wav,classical
classical.00055.wav,classical
classical.00052.wav,classical
classical.00067.wav,classical
classical.00025.wav,classical
classical.00058.wav,classical
classical.00073.wav,classical
classical.00018.wav,classical
classical.00095.wav,classical
classical.00022.wav,classical
classical.00093.wav,classical
classical.00020.wav,classical
classical.00015.wav,classical
classical.00013.wav,classical
classical.00002.wav,classical
classical.00053.wav,classical
classical.00014.wav,classical
classical.00090.wav,classical
classical.00038.wav,classical
classical.00023.wav,classical
classical.00040.wav,classical
classical.00036.wav,classical
classical.00081.wav,classical
classical.00071.wav,classical
classical.00024.wav,classical
classical.00045.wav,classical
